run_id,city,status,elapsed_s,host,output_type,error,log_s3
ils-20260115_035004-26dcd1d8,Dapaong__Togo,FAIL,0.003,ip-10-0-206-246,,name 'gather_data_city' is not defined,s3://wri-cities-sandbox/identifyingLandSubdivisions/data/input/city_info/search_buffers/_logs/ils-20260115_035004-26dcd1d8/Dapaong__Togo.log
ils-20260115_035004-26dcd1d8,Dar_es_Salaam__Tanzania,FAIL,0.0,ip-10-0-198-101,,name 'gather_data_city' is not defined,s3://wri-cities-sandbox/identifyingLandSubdivisions/data/input/city_info/search_buffers/_logs/ils-20260115_035004-26dcd1d8/Dar_es_Salaam__Tanzania.log
ils-20260115_035004-26dcd1d8,Dasgahbur__Ethiopia,FAIL,0.001,ip-10-0-207-134,,name 'gather_data_city' is not defined,s3://wri-cities-sandbox/identifyingLandSubdivisions/data/input/city_info/search_buffers/_logs/ils-20260115_035004-26dcd1d8/Dasgahbur__Ethiopia.log
ils-20260115_035004-26dcd1d8,Daura__Nigeria,FAIL,0.0,ip-10-0-198-101,,name 'gather_data_city' is not defined,s3://wri-cities-sandbox/identifyingLandSubdivisions/data/input/city_info/search_buffers/_logs/ils-20260115_035004-26dcd1d8/Daura__Nigeria.log
ils-20260115_035004-26dcd1d8,David__Panama,FAIL,0.004,ip-10-0-198-101,,name 'gather_data_city' is not defined,s3://wri-cities-sandbox/identifyingLandSubdivisions/data/input/city_info/search_buffers/_logs/ils-20260115_035004-26dcd1d8/David__Panama.log
ils-20260115_035004-26dcd1d8,Debark__Ethiopia,FAIL,0.0,ip-10-0-196-217,,name 'gather_data_city' is not defined,s3://wri-cities-sandbox/identifyingLandSubdivisions/data/input/city_info/search_buffers/_logs/ils-20260115_035004-26dcd1d8/Debark__Ethiopia.log
ils-20260115_035004-26dcd1d8,Debre_Birhan__Ethiopia,FAIL,0.0,ip-10-0-196-217,,name 'gather_data_city' is not defined,s3://wri-cities-sandbox/identifyingLandSubdivisions/data/input/city_info/search_buffers/_logs/ils-20260115_035004-26dcd1d8/Debre_Birhan__Ethiopia.log
ils-20260115_035004-26dcd1d8,Debre_Markos__Ethiopia,FAIL,0.008,ip-10-0-194-134,,name 'gather_data_city' is not defined,s3://wri-cities-sandbox/identifyingLandSubdivisions/data/input/city_info/search_buffers/_logs/ils-20260115_035004-26dcd1d8/Debre_Markos__Ethiopia.log
ils-20260115_035004-26dcd1d8,Delicias__Mexico,FAIL,0.001,ip-10-0-194-134,,name 'gather_data_city' is not defined,s3://wri-cities-sandbox/identifyingLandSubdivisions/data/input/city_info/search_buffers/_logs/ils-20260115_035004-26dcd1d8/Delicias__Mexico.log
ils-20260115_035004-26dcd1d8,Demba__Democratic_Republic_of_the_Congo,FAIL,0.001,ip-10-0-194-199,,name 'gather_data_city' is not defined,s3://wri-cities-sandbox/identifyingLandSubdivisions/data/input/city_info/search_buffers/_logs/ils-20260115_035004-26dcd1d8/Demba__Democratic_Republic_of_the_Congo.log
ils-20260115_035004-26dcd1d8,Dessie__Ethiopia,FAIL,0.046,ip-10-0-194-199,,name 'gather_data_city' is not defined,s3://wri-cities-sandbox/identifyingLandSubdivisions/data/input/city_info/search_buffers/_logs/ils-20260115_035004-26dcd1d8/Dessie__Ethiopia.log
ils-20260115_035004-26dcd1d8,Dikwa__Nigeria,FAIL,0.005,ip-10-0-196-217,,name 'gather_data_city' is not defined,s3://wri-cities-sandbox/identifyingLandSubdivisions/data/input/city_info/search_buffers/_logs/ils-20260115_035004-26dcd1d8/Dikwa__Nigeria.log
ils-20260115_035004-26dcd1d8,Dilla__Ethiopia,FAIL,0.0,ip-10-0-196-206,,name 'gather_data_city' is not defined,s3://wri-cities-sandbox/identifyingLandSubdivisions/data/input/city_info/search_buffers/_logs/ils-20260115_035004-26dcd1d8/Dilla__Ethiopia.log
ils-20260115_035004-26dcd1d8,Dilolo__Democratic_Republic_of_the_Congo,FAIL,0.005,ip-10-0-196-217,,name 'gather_data_city' is not defined,s3://wri-cities-sandbox/identifyingLandSubdivisions/data/input/city_info/search_buffers/_logs/ils-20260115_035004-26dcd1d8/Dilolo__Democratic_Republic_of_the_Congo.log
ils-20260115_035004-26dcd1d8,Diourbel__Senegal,FAIL,0.0,ip-10-0-204-186,,name 'gather_data_city' is not defined,s3://wri-cities-sandbox/identifyingLandSubdivisions/data/input/city_info/search_buffers/_logs/ils-20260115_035004-26dcd1d8/Diourbel__Senegal.log
ils-20260115_035004-26dcd1d8,Dire_Dawa__Ethiopia,FAIL,0.005,ip-10-0-194-199,,name 'gather_data_city' is not defined,s3://wri-cities-sandbox/identifyingLandSubdivisions/data/input/city_info/search_buffers/_logs/ils-20260115_035004-26dcd1d8/Dire_Dawa__Ethiopia.log
ils-20260115_035004-26dcd1d8,Divinopolis__Brazil,FAIL,0.0,ip-10-0-196-172,,name 'gather_data_city' is not defined,s3://wri-cities-sandbox/identifyingLandSubdivisions/data/input/city_info/search_buffers/_logs/ils-20260115_035004-26dcd1d8/Divinopolis__Brazil.log
ils-20260115_035004-26dcd1d8,Divo__Cote_d_Ivoire,FAIL,0.0,ip-10-0-196-206,,name 'gather_data_city' is not defined,s3://wri-cities-sandbox/identifyingLandSubdivisions/data/input/city_info/search_buffers/_logs/ils-20260115_035004-26dcd1d8/Divo__Cote_d_Ivoire.log
ils-20260115_035004-26dcd1d8,Djibouti__Djibouti,FAIL,0.0,ip-10-0-196-206,,name 'gather_data_city' is not defined,s3://wri-cities-sandbox/identifyingLandSubdivisions/data/input/city_info/search_buffers/_logs/ils-20260115_035004-26dcd1d8/Djibouti__Djibouti.log
ils-20260115_035004-26dcd1d8,Djougou__Benin,FAIL,0.0,ip-10-0-206-246,,name 'gather_data_city' is not defined,s3://wri-cities-sandbox/identifyingLandSubdivisions/data/input/city_info/search_buffers/_logs/ils-20260115_035004-26dcd1d8/Djougou__Benin.log
ils-20260115_035004-26dcd1d8,Doba__Chad,FAIL,0.006,ip-10-0-204-186,,name 'gather_data_city' is not defined,s3://wri-cities-sandbox/identifyingLandSubdivisions/data/input/city_info/search_buffers/_logs/ils-20260115_035004-26dcd1d8/Doba__Chad.log
ils-20260115_035004-26dcd1d8,Dodolla__Ethiopia,FAIL,0.001,ip-10-0-204-186,,name 'gather_data_city' is not defined,s3://wri-cities-sandbox/identifyingLandSubdivisions/data/input/city_info/search_buffers/_logs/ils-20260115_035004-26dcd1d8/Dodolla__Ethiopia.log
ils-20260115_035004-26dcd1d8,Dodoma__Tanzania,FAIL,0.0,ip-10-0-196-172,,name 'gather_data_city' is not defined,s3://wri-cities-sandbox/identifyingLandSubdivisions/data/input/city_info/search_buffers/_logs/ils-20260115_035004-26dcd1d8/Dodoma__Tanzania.log
ils-20260115_035004-26dcd1d8,Dogondoutchi__Niger,FAIL,0.0,ip-10-0-198-101,,name 'gather_data_city' is not defined,s3://wri-cities-sandbox/identifyingLandSubdivisions/data/input/city_info/search_buffers/_logs/ils-20260115_035004-26dcd1d8/Dogondoutchi__Niger.log
ils-20260115_035004-26dcd1d8,Doka_Ashafa__Nigeria,FAIL,0.0,ip-10-0-198-101,,name 'gather_data_city' is not defined,s3://wri-cities-sandbox/identifyingLandSubdivisions/data/input/city_info/search_buffers/_logs/ils-20260115_035004-26dcd1d8/Doka_Ashafa__Nigeria.log
ils-20260115_035004-26dcd1d8,Doma__Nigeria,FAIL,0.01,ip-10-0-194-128,,name 'gather_data_city' is not defined,s3://wri-cities-sandbox/identifyingLandSubdivisions/data/input/city_info/search_buffers/_logs/ils-20260115_035004-26dcd1d8/Doma__Nigeria.log
ils-20260115_035004-26dcd1d8,Dosso__Niger,FAIL,0.003,ip-10-0-207-134,,name 'gather_data_city' is not defined,s3://wri-cities-sandbox/identifyingLandSubdivisions/data/input/city_info/search_buffers/_logs/ils-20260115_035004-26dcd1d8/Dosso__Niger.log
ils-20260115_035004-26dcd1d8,Douala__Cameroon,FAIL,0.0,ip-10-0-194-128,,name 'gather_data_city' is not defined,s3://wri-cities-sandbox/identifyingLandSubdivisions/data/input/city_info/search_buffers/_logs/ils-20260115_035004-26dcd1d8/Douala__Cameroon.log
ils-20260115_035004-26dcd1d8,Dourados__Brazil,FAIL,0.003,ip-10-0-194-128,,name 'gather_data_city' is not defined,s3://wri-cities-sandbox/identifyingLandSubdivisions/data/input/city_info/search_buffers/_logs/ils-20260115_035004-26dcd1d8/Dourados__Brazil.log
ils-20260115_035004-26dcd1d8,Dschang__Cameroon,FAIL,0.001,ip-10-0-207-134,,name 'gather_data_city' is not defined,s3://wri-cities-sandbox/identifyingLandSubdivisions/data/input/city_info/search_buffers/_logs/ils-20260115_035004-26dcd1d8/Dschang__Cameroon.log
ils-20260115_035004-26dcd1d8,Duekoue__Cote_d_Ivoire,FAIL,0.001,ip-10-0-194-134,,name 'gather_data_city' is not defined,s3://wri-cities-sandbox/identifyingLandSubdivisions/data/input/city_info/search_buffers/_logs/ils-20260115_035004-26dcd1d8/Duekoue__Cote_d_Ivoire.log
ils-20260115_035004-26dcd1d8,Dundo__Angola,FAIL,0.004,ip-10-0-194-199,,name 'gather_data_city' is not defined,s3://wri-cities-sandbox/identifyingLandSubdivisions/data/input/city_info/search_buffers/_logs/ils-20260115_035004-26dcd1d8/Dundo__Angola.log
ils-20260115_035004-26dcd1d8,Durame__Ethiopia,FAIL,0.003,ip-10-0-194-199,,name 'gather_data_city' is not defined,s3://wri-cities-sandbox/identifyingLandSubdivisions/data/input/city_info/search_buffers/_logs/ils-20260115_035004-26dcd1d8/Durame__Ethiopia.log
ils-20260115_035004-26dcd1d8,Durango__Mexico,FAIL,0.006,ip-10-0-196-172,,name 'gather_data_city' is not defined,s3://wri-cities-sandbox/identifyingLandSubdivisions/data/input/city_info/search_buffers/_logs/ils-20260115_035004-26dcd1d8/Durango__Mexico.log
ils-20260115_035004-26dcd1d8,Durban__South_Africa,FAIL,0.0,ip-10-0-196-172,,name 'gather_data_city' is not defined,s3://wri-cities-sandbox/identifyingLandSubdivisions/data/input/city_info/search_buffers/_logs/ils-20260115_035004-26dcd1d8/Durban__South_Africa.log
ils-20260115_035004-26dcd1d8,Dutse__Nigeria,FAIL,0.001,ip-10-0-207-134,,name 'gather_data_city' is not defined,s3://wri-cities-sandbox/identifyingLandSubdivisions/data/input/city_info/search_buffers/_logs/ils-20260115_035004-26dcd1d8/Dutse__Nigeria.log
ils-20260115_035004-26dcd1d8,East_London__South_Africa,FAIL,0.009,ip-10-0-198-101,,name 'gather_data_city' is not defined,s3://wri-cities-sandbox/identifyingLandSubdivisions/data/input/city_info/search_buffers/_logs/ils-20260115_035004-26dcd1d8/East_London__South_Africa.log
ils-20260115_035004-26dcd1d8,Ebolowa__Cameroon,FAIL,0.001,ip-10-0-196-206,,name 'gather_data_city' is not defined,s3://wri-cities-sandbox/identifyingLandSubdivisions/data/input/city_info/search_buffers/_logs/ils-20260115_035004-26dcd1d8/Ebolowa__Cameroon.log
ils-20260115_035004-26dcd1d8,Ebute_Irele__Nigeria,FAIL,0.003,ip-10-0-198-101,,name 'gather_data_city' is not defined,s3://wri-cities-sandbox/identifyingLandSubdivisions/data/input/city_info/search_buffers/_logs/ils-20260115_035004-26dcd1d8/Ebute_Irele__Nigeria.log
ils-20260115_035004-26dcd1d8,Edendale__South_Africa,FAIL,0.0,ip-10-0-196-206,,name 'gather_data_city' is not defined,s3://wri-cities-sandbox/identifyingLandSubdivisions/data/input/city_info/search_buffers/_logs/ils-20260115_035004-26dcd1d8/Edendale__South_Africa.log
ils-20260115_035004-26dcd1d8,Effon_Alaiye__Nigeria,FAIL,0.0,ip-10-0-194-128,,name 'gather_data_city' is not defined,s3://wri-cities-sandbox/identifyingLandSubdivisions/data/input/city_info/search_buffers/_logs/ils-20260115_035004-26dcd1d8/Effon_Alaiye__Nigeria.log
ils-20260115_035004-26dcd1d8,Egbe__Nigeria,FAIL,0.0,ip-10-0-196-217,,name 'gather_data_city' is not defined,s3://wri-cities-sandbox/identifyingLandSubdivisions/data/input/city_info/search_buffers/_logs/ils-20260115_035004-26dcd1d8/Egbe__Nigeria.log
ils-20260115_035004-26dcd1d8,Ejigbo__Nigeria,FAIL,0.0,ip-10-0-194-199,,name 'gather_data_city' is not defined,s3://wri-cities-sandbox/identifyingLandSubdivisions/data/input/city_info/search_buffers/_logs/ils-20260115_035004-26dcd1d8/Ejigbo__Nigeria.log
ils-20260115_035004-26dcd1d8,Eket__Nigeria,FAIL,0.001,ip-10-0-194-134,,name 'gather_data_city' is not defined,s3://wri-cities-sandbox/identifyingLandSubdivisions/data/input/city_info/search_buffers/_logs/ils-20260115_035004-26dcd1d8/Eket__Nigeria.log
ils-20260115_035004-26dcd1d8,Ekogboro__Nigeria,FAIL,0.005,ip-10-0-194-134,,name 'gather_data_city' is not defined,s3://wri-cities-sandbox/identifyingLandSubdivisions/data/input/city_info/search_buffers/_logs/ils-20260115_035004-26dcd1d8/Ekogboro__Nigeria.log
ils-20260115_035004-26dcd1d8,Ekpoma__Nigeria,FAIL,0.005,ip-10-0-194-128,,name 'gather_data_city' is not defined,s3://wri-cities-sandbox/identifyingLandSubdivisions/data/input/city_info/search_buffers/_logs/ils-20260115_035004-26dcd1d8/Ekpoma__Nigeria.log
ils-20260115_035004-26dcd1d8,El_Alto_La_Paz__Bolivia,FAIL,0.0,ip-10-0-204-186,,name 'gather_data_city' is not defined,s3://wri-cities-sandbox/identifyingLandSubdivisions/data/input/city_info/search_buffers/_logs/ils-20260115_035004-26dcd1d8/El_Alto_La_Paz__Bolivia.log
ils-20260115_035004-26dcd1d8,El_Progreso__Honduras,FAIL,0.001,ip-10-0-194-128,,name 'gather_data_city' is not defined,s3://wri-cities-sandbox/identifyingLandSubdivisions/data/input/city_info/search_buffers/_logs/ils-20260115_035004-26dcd1d8/El_Progreso__Honduras.log
ils-20260115_035004-26dcd1d8,El_Vigia__Venezuela,FAIL,0.0,ip-10-0-194-128,,name 'gather_data_city' is not defined,s3://wri-cities-sandbox/identifyingLandSubdivisions/data/input/city_info/search_buffers/_logs/ils-20260115_035004-26dcd1d8/El_Vigia__Venezuela.log
ils-20260115_035004-26dcd1d8,El_Wak__Kenya,FAIL,0.0,ip-10-0-204-186,,name 'gather_data_city' is not defined,s3://wri-cities-sandbox/identifyingLandSubdivisions/data/input/city_info/search_buffers/_logs/ils-20260115_035004-26dcd1d8/El_Wak__Kenya.log
ils-20260115_035004-26dcd1d8,El_esfuerzo__Colombia,FAIL,0.003,ip-10-0-194-199,,name 'gather_data_city' is not defined,s3://wri-cities-sandbox/identifyingLandSubdivisions/data/input/city_info/search_buffers/_logs/ils-20260115_035004-26dcd1d8/El_esfuerzo__Colombia.log
ils-20260115_035004-26dcd1d8,Eldoret__Kenya,FAIL,0.001,ip-10-0-194-199,,name 'gather_data_city' is not defined,s3://wri-cities-sandbox/identifyingLandSubdivisions/data/input/city_info/search_buffers/_logs/ils-20260115_035004-26dcd1d8/Eldoret__Kenya.log
ils-20260115_035004-26dcd1d8,Emalahleni__South_Africa,FAIL,0.0,ip-10-0-206-246,,name 'gather_data_city' is not defined,s3://wri-cities-sandbox/identifyingLandSubdivisions/data/input/city_info/search_buffers/_logs/ils-20260115_035004-26dcd1d8/Emalahleni__South_Africa.log
ils-20260115_035004-26dcd1d8,Embalenhle__South_Africa,FAIL,0.001,ip-10-0-206-246,,name 'gather_data_city' is not defined,s3://wri-cities-sandbox/identifyingLandSubdivisions/data/input/city_info/search_buffers/_logs/ils-20260115_035004-26dcd1d8/Embalenhle__South_Africa.log
ils-20260115_035004-26dcd1d8,Embu__Kenya,FAIL,0.003,ip-10-0-196-217,,name 'gather_data_city' is not defined,s3://wri-cities-sandbox/identifyingLandSubdivisions/data/input/city_info/search_buffers/_logs/ils-20260115_035004-26dcd1d8/Embu__Kenya.log
ils-20260115_035004-26dcd1d8,Emure__Nigeria,FAIL,0.001,ip-10-0-196-217,,name 'gather_data_city' is not defined,s3://wri-cities-sandbox/identifyingLandSubdivisions/data/input/city_info/search_buffers/_logs/ils-20260115_035004-26dcd1d8/Emure__Nigeria.log
ils-20260115_035004-26dcd1d8,Encarnacion__Paraguay,FAIL,0.0,ip-10-0-198-101,,name 'gather_data_city' is not defined,s3://wri-cities-sandbox/identifyingLandSubdivisions/data/input/city_info/search_buffers/_logs/ils-20260115_035004-26dcd1d8/Encarnacion__Paraguay.log
ils-20260115_035004-26dcd1d8,Ensenada__Mexico,FAIL,0.0,ip-10-0-196-172,,name 'gather_data_city' is not defined,s3://wri-cities-sandbox/identifyingLandSubdivisions/data/input/city_info/search_buffers/_logs/ils-20260115_035004-26dcd1d8/Ensenada__Mexico.log
ils-20260115_035004-26dcd1d8,Enugu__Nigeria,FAIL,0.001,ip-10-0-198-101,,name 'gather_data_city' is not defined,s3://wri-cities-sandbox/identifyingLandSubdivisions/data/input/city_info/search_buffers/_logs/ils-20260115_035004-26dcd1d8/Enugu__Nigeria.log
ils-20260115_035004-26dcd1d8,Enwan__Nigeria,FAIL,0.0,ip-10-0-204-186,,name 'gather_data_city' is not defined,s3://wri-cities-sandbox/identifyingLandSubdivisions/data/input/city_info/search_buffers/_logs/ils-20260115_035004-26dcd1d8/Enwan__Nigeria.log
ils-20260115_035004-26dcd1d8,Epe__Nigeria,FAIL,0.0,ip-10-0-196-172,,name 'gather_data_city' is not defined,s3://wri-cities-sandbox/identifyingLandSubdivisions/data/input/city_info/search_buffers/_logs/ils-20260115_035004-26dcd1d8/Epe__Nigeria.log
ils-20260115_035004-26dcd1d8,Erigavo__Somalia,FAIL,0.0,ip-10-0-196-206,,name 'gather_data_city' is not defined,s3://wri-cities-sandbox/identifyingLandSubdivisions/data/input/city_info/search_buffers/_logs/ils-20260115_035004-26dcd1d8/Erigavo__Somalia.log
ils-20260115_035004-26dcd1d8,Eruwa_Titun__Nigeria,FAIL,0.0,ip-10-0-196-206,,name 'gather_data_city' is not defined,s3://wri-cities-sandbox/identifyingLandSubdivisions/data/input/city_info/search_buffers/_logs/ils-20260115_035004-26dcd1d8/Eruwa_Titun__Nigeria.log
ils-20260115_035004-26dcd1d8,Escuintla__Guatemala,FAIL,0.0,ip-10-0-206-246,,name 'gather_data_city' is not defined,s3://wri-cities-sandbox/identifyingLandSubdivisions/data/input/city_info/search_buffers/_logs/ils-20260115_035004-26dcd1d8/Escuintla__Guatemala.log
ils-20260115_035004-26dcd1d8,Esmeraldas__Ecuador,FAIL,0.004,ip-10-0-206-246,,name 'gather_data_city' is not defined,s3://wri-cities-sandbox/identifyingLandSubdivisions/data/input/city_info/search_buffers/_logs/ils-20260115_035004-26dcd1d8/Esmeraldas__Ecuador.log
ils-20260115_035004-26dcd1d8,Esteli__Nicaragua,FAIL,0.003,ip-10-0-194-134,,name 'gather_data_city' is not defined,s3://wri-cities-sandbox/identifyingLandSubdivisions/data/input/city_info/search_buffers/_logs/ils-20260115_035004-26dcd1d8/Esteli__Nicaragua.log
ils-20260115_035004-26dcd1d8,Evaton__South_Africa,FAIL,0.001,ip-10-0-194-134,,name 'gather_data_city' is not defined,s3://wri-cities-sandbox/identifyingLandSubdivisions/data/input/city_info/search_buffers/_logs/ils-20260115_035004-26dcd1d8/Evaton__South_Africa.log
ils-20260115_035004-26dcd1d8,Facatativa__Colombia,FAIL,0.0,ip-10-0-194-128,,name 'gather_data_city' is not defined,s3://wri-cities-sandbox/identifyingLandSubdivisions/data/input/city_info/search_buffers/_logs/ils-20260115_035004-26dcd1d8/Facatativa__Colombia.log
ils-20260115_035004-26dcd1d8,Fada_N_Gourma__Burkina_Faso,FAIL,0.001,ip-10-0-196-172,,name 'gather_data_city' is not defined,s3://wri-cities-sandbox/identifyingLandSubdivisions/data/input/city_info/search_buffers/_logs/ils-20260115_035004-26dcd1d8/Fada_N_Gourma__Burkina_Faso.log
ils-20260115_035004-26dcd1d8,Faya_Largeau__Chad,FAIL,0.0,ip-10-0-194-128,,name 'gather_data_city' is not defined,s3://wri-cities-sandbox/identifyingLandSubdivisions/data/input/city_info/search_buffers/_logs/ils-20260115_035004-26dcd1d8/Faya_Largeau__Chad.log
ils-20260115_035004-26dcd1d8,Feira_de_Santana__Brazil,FAIL,0.001,ip-10-0-207-134,,name 'gather_data_city' is not defined,s3://wri-cities-sandbox/identifyingLandSubdivisions/data/input/city_info/search_buffers/_logs/ils-20260115_035004-26dcd1d8/Feira_de_Santana__Brazil.log
ils-20260115_035004-26dcd1d8,Fik__Ethiopia,FAIL,0.005,ip-10-0-196-206,,name 'gather_data_city' is not defined,s3://wri-cities-sandbox/identifyingLandSubdivisions/data/input/city_info/search_buffers/_logs/ils-20260115_035004-26dcd1d8/Fik__Ethiopia.log
ils-20260115_035004-26dcd1d8,Filtu__Ethiopia,FAIL,0.004,ip-10-0-196-172,,name 'gather_data_city' is not defined,s3://wri-cities-sandbox/identifyingLandSubdivisions/data/input/city_info/search_buffers/_logs/ils-20260115_035004-26dcd1d8/Filtu__Ethiopia.log
ils-20260115_035004-26dcd1d8,Florencia__Colombia,FAIL,0.0,ip-10-0-194-199,,name 'gather_data_city' is not defined,s3://wri-cities-sandbox/identifyingLandSubdivisions/data/input/city_info/search_buffers/_logs/ils-20260115_035004-26dcd1d8/Florencia__Colombia.log
ils-20260115_035004-26dcd1d8,Flores__Guatemala,FAIL,0.0,ip-10-0-194-199,,name 'gather_data_city' is not defined,s3://wri-cities-sandbox/identifyingLandSubdivisions/data/input/city_info/search_buffers/_logs/ils-20260115_035004-26dcd1d8/Flores__Guatemala.log
ils-20260115_035004-26dcd1d8,Florianopolis__Brazil,FAIL,0.002,ip-10-0-196-206,,name 'gather_data_city' is not defined,s3://wri-cities-sandbox/identifyingLandSubdivisions/data/input/city_info/search_buffers/_logs/ils-20260115_035004-26dcd1d8/Florianopolis__Brazil.log
ils-20260115_035004-26dcd1d8,Fomboni__Comoros,FAIL,0.003,ip-10-0-196-172,,name 'gather_data_city' is not defined,s3://wri-cities-sandbox/identifyingLandSubdivisions/data/input/city_info/search_buffers/_logs/ils-20260115_035004-26dcd1d8/Fomboni__Comoros.log
ils-20260115_035004-26dcd1d8,Formosa__Argentina,FAIL,0.004,ip-10-0-198-101,,name 'gather_data_city' is not defined,s3://wri-cities-sandbox/identifyingLandSubdivisions/data/input/city_info/search_buffers/_logs/ils-20260115_035004-26dcd1d8/Formosa__Argentina.log
ils-20260115_035004-26dcd1d8,Formosa__Brazil,FAIL,0.004,ip-10-0-198-101,,name 'gather_data_city' is not defined,s3://wri-cities-sandbox/identifyingLandSubdivisions/data/input/city_info/search_buffers/_logs/ils-20260115_035004-26dcd1d8/Formosa__Brazil.log
ils-20260115_035004-26dcd1d8,Fort_de_France__France,FAIL,0.001,ip-10-0-198-101,,name 'gather_data_city' is not defined,s3://wri-cities-sandbox/identifyingLandSubdivisions/data/input/city_info/search_buffers/_logs/ils-20260115_035004-26dcd1d8/Fort_de_France__France.log
ils-20260115_035004-26dcd1d8,Fortaleza__Brazil,FAIL,0.0,ip-10-0-194-128,,name 'gather_data_city' is not defined,s3://wri-cities-sandbox/identifyingLandSubdivisions/data/input/city_info/search_buffers/_logs/ils-20260115_035004-26dcd1d8/Fortaleza__Brazil.log
ils-20260115_035004-26dcd1d8,Foumban__Cameroon,FAIL,0.0,ip-10-0-194-134,,name 'gather_data_city' is not defined,s3://wri-cities-sandbox/identifyingLandSubdivisions/data/input/city_info/search_buffers/_logs/ils-20260115_035004-26dcd1d8/Foumban__Cameroon.log
ils-20260115_035004-26dcd1d8,Franca__Brazil,FAIL,0.003,ip-10-0-194-134,,name 'gather_data_city' is not defined,s3://wri-cities-sandbox/identifyingLandSubdivisions/data/input/city_info/search_buffers/_logs/ils-20260115_035004-26dcd1d8/Franca__Brazil.log
ils-20260115_035004-26dcd1d8,Francisco_Morato__Brazil,FAIL,0.0,ip-10-0-196-217,,name 'gather_data_city' is not defined,s3://wri-cities-sandbox/identifyingLandSubdivisions/data/input/city_info/search_buffers/_logs/ils-20260115_035004-26dcd1d8/Francisco_Morato__Brazil.log
ils-20260115_035004-26dcd1d8,Francistown__Botswana,FAIL,0.0,ip-10-0-204-186,,name 'gather_data_city' is not defined,s3://wri-cities-sandbox/identifyingLandSubdivisions/data/input/city_info/search_buffers/_logs/ils-20260115_035004-26dcd1d8/Francistown__Botswana.log
ils-20260115_035004-26dcd1d8,Freetown__Sierra_Leone,FAIL,0.003,ip-10-0-204-186,,name 'gather_data_city' is not defined,s3://wri-cities-sandbox/identifyingLandSubdivisions/data/input/city_info/search_buffers/_logs/ils-20260115_035004-26dcd1d8/Freetown__Sierra_Leone.log
ils-20260115_035004-26dcd1d8,Fresnillo__Mexico,FAIL,0.0,ip-10-0-204-186,,name 'gather_data_city' is not defined,s3://wri-cities-sandbox/identifyingLandSubdivisions/data/input/city_info/search_buffers/_logs/ils-20260115_035004-26dcd1d8/Fresnillo__Mexico.log
ils-20260115_035004-26dcd1d8,Fungurume__Democratic_Republic_of_the_Congo,FAIL,0.001,ip-10-0-207-134,,name 'gather_data_city' is not defined,s3://wri-cities-sandbox/identifyingLandSubdivisions/data/input/city_info/search_buffers/_logs/ils-20260115_035004-26dcd1d8/Fungurume__Democratic_Republic_of_the_Congo.log
ils-20260115_035004-26dcd1d8,Funtua__Nigeria,FAIL,0.0,ip-10-0-207-134,,name 'gather_data_city' is not defined,s3://wri-cities-sandbox/identifyingLandSubdivisions/data/input/city_info/search_buffers/_logs/ils-20260115_035004-26dcd1d8/Funtua__Nigeria.log
ils-20260115_035004-26dcd1d8,Fusagasuga__Colombia,FAIL,0.003,ip-10-0-196-217,,name 'gather_data_city' is not defined,s3://wri-cities-sandbox/identifyingLandSubdivisions/data/input/city_info/search_buffers/_logs/ils-20260115_035004-26dcd1d8/Fusagasuga__Colombia.log
ils-20260115_035004-26dcd1d8,Gabela__Angola,FAIL,0.001,ip-10-0-196-217,,name 'gather_data_city' is not defined,s3://wri-cities-sandbox/identifyingLandSubdivisions/data/input/city_info/search_buffers/_logs/ils-20260115_035004-26dcd1d8/Gabela__Angola.log
ils-20260115_035004-26dcd1d8,Gaborone__Botswana,FAIL,0.0,ip-10-0-206-246,,name 'gather_data_city' is not defined,s3://wri-cities-sandbox/identifyingLandSubdivisions/data/input/city_info/search_buffers/_logs/ils-20260115_035004-26dcd1d8/Gaborone__Botswana.log
ils-20260115_035004-26dcd1d8,Gagnoa__Cote_d_Ivoire,FAIL,0.0,ip-10-0-206-246,,name 'gather_data_city' is not defined,s3://wri-cities-sandbox/identifyingLandSubdivisions/data/input/city_info/search_buffers/_logs/ils-20260115_035004-26dcd1d8/Gagnoa__Cote_d_Ivoire.log
ils-20260115_035004-26dcd1d8,Galkayo__Somalia,FAIL,0.001,ip-10-0-194-199,,name 'gather_data_city' is not defined,s3://wri-cities-sandbox/identifyingLandSubdivisions/data/input/city_info/search_buffers/_logs/ils-20260115_035004-26dcd1d8/Galkayo__Somalia.log
ils-20260115_035004-26dcd1d8,Gama__Brazil,FAIL,0.001,ip-10-0-194-199,,name 'gather_data_city' is not defined,s3://wri-cities-sandbox/identifyingLandSubdivisions/data/input/city_info/search_buffers/_logs/ils-20260115_035004-26dcd1d8/Gama__Brazil.log
ils-20260115_035004-26dcd1d8,Gamboru__Cameroon,FAIL,0.003,ip-10-0-204-186,,name 'gather_data_city' is not defined,s3://wri-cities-sandbox/identifyingLandSubdivisions/data/input/city_info/search_buffers/_logs/ils-20260115_035004-26dcd1d8/Gamboru__Cameroon.log
ils-20260115_035004-26dcd1d8,Ganda__Angola,FAIL,0.0,ip-10-0-204-186,,name 'gather_data_city' is not defined,s3://wri-cities-sandbox/identifyingLandSubdivisions/data/input/city_info/search_buffers/_logs/ils-20260115_035004-26dcd1d8/Ganda__Angola.log
